# id,lat_e6,lon_e6
169,32874721,118081591
170,34218351,116182251
171,39551877,118885898
172,31785801,114076631
173,35715480,116714765
174,31690542,117853110
175,38097818,118453211
176,31958364,114352467
177,30454886,114584992
178,33281749,111428218
179,36859157,119286974
180,34738885,110114717
181,33406990,118409518
182,39701990,114742844
183,31083037,117665665
184,31112154,114404097
185,39054478,119317946
186,32360590,117368564
187,32934297,119076497
188,38711756,115781878
189,39592276,112375684
190,32345193,110186626
191,31768901,117765924
192,33128455,110951919
193,33389982,113172842
194,39726101,117007259
195,39247987,112977462
196,33550620,118006065
197,34608730,113809166
198,37393479,119724005
199,31339729,114533495
200,33143361,115854062
201,35372303,118240771
202,36189791,115370104
203,31149077,116016962
204,32299876,115158465
205,35170334,113273680
206,31091796,117836372
207,37847568,117398379
208,30244902,116858507
209,34761296,119171561
210,30807212,110127988
211,33037261,115668288
212,37116539,119434673
213,35373846,110960445
214,38175228,112522865
215,34808243,117895447
216,32851332,119847251
217,33949866,113721699
218,30549663,110535212
219,39915219,112391188
220,32637157,115864788
221,30768015,110944637
222,34500185,118577000
223,36730616,117032359
224,33383639,112708711
225,32627798,112051788
226,33016408,118527743
227,39475650,111640016
228,32177739,112604998
229,37636819,118093715
230,30060431,117110876
231,32057860,113586620
232,35684486,117123783
233,38353147,114775457
234,31383938,112098929
235,35760919,116888020
236,39191101,117396649
237,31511265,118914618
238,33238805,112308984
239,34857092,110915666
240,36896901,118385120
241,37961822,114438196
242,35417131,118387325
243,30887449,113643830
244,33492052,119767642
245,37607265,113083424
246,38179093,119125544
247,32216802,111580584
248,38731826,111846016
249,36506196,116552718
250,36053293,112455952
251,30629119,116676887
252,39398096,113967705
253,35635465,117169295
254,30796071,117018700
255,35518820,111188980
256,38771691,115498037
257,36703811,111582890
258,38790985,111897332
259,35573633,112658155
260,32716394,110608488
261,39445152,119451469
262,33221461,114384252
263,36940144,112124222
264,31800549,110667348
265,33198632,119834299
266,39310877,117669584
267,32634389,117514879
268,32676807,115316699
269,34064736,114133561
270,35905150,119661480
271,37796723,111539289
272,37782726,115778414
273,34342089,112430859
274,37108128,119631225
275,35001629,115544332
276,33052272,117809850
277,32215463,116700165
278,37209694,113135966
279,30489463,113470392
280,34602100,116892754
281,33836349,111616001
282,32392373,119059661
283,35481999,119402947
284,30064595,110193890
285,35928493,113312081
286,32236891,114382769
287,32779517,114749526
288,37931576,110265794
289,36421039,112383207
290,37063765,110366063
291,34901133,114649458
292,33426541,115281732
293,30706803,112566868
294,35080626,114991140
295,36563215,113223693
296,36387074,116651565
297,36227175,110285437
298,39327704,119140342
299,36371396,117335060
300,36374246,116039226
301,36341275,114538343
302,30385205,118263287
303,37420788,112568338
304,30072810,118912444
305,36376890,116147779
306,30515682,119436038
307,38409512,118430323
308,37362971,119761174
309,38340883,117607502
310,34743576,112640965
311,30682940,110571859
312,38170811,114473967
313,34231756,113475536
314,34477469,112801793
315,33029156,116544879
316,30103651,118130886
317,36918851,113361589
318,35343658,115164733
319,38641059,119613731
320,36010324,113245584
321,34985020,117695706
322,32829383,117302292
323,31856451,111435985
324,36223396,110427207
325,31087743,110700282
326,32649818,116173782
327,38996440,119661258
328,33057660,119145026
329,34684485,115119221
330,38891360,119680644
331,30830793,117929837
332,37296908,119061373
333,30290890,113296184
334,38879229,115341421
335,39115389,111404403
336,31000404,113413781
337,30843113,113064332
338,38332047,115349692
339,35062745,113878856
340,30212741,115880630
341,32092449,119103909
342,31374667,119469449
343,34019218,114332153
344,34109445,111568077
345,35540126,112322478
346,37989436,113597633
347,37104779,112171981
348,39851397,118671998
349,32378669,116643993
350,33860870,118232683
351,38679929,115208597
352,36251600,119682374
353,38122900,112332188
354,31184875,115669257
355,33514260,116524999
356,34776379,112427321
357,38727273,119849814
358,34185009,114675037
359,35398917,110046938
360,34011440,114031638
361,36384313,110617102
362,31677482,117034990
363,32709248,119248359
364,31388291,114125141
365,30331782,116276199
366,31106432,115248324
367,39495666,115835588
368,34045255,110046833
369,31875058,117755419
370,34273079,110428489
371,30717547,113969011
372,34164543,110225641
373,34399892,117864972
374,32564163,114245958
375,37390231,114534633
376,35840949,119051656
377,32195862,117201665
378,36250758,110640013
379,39920391,111559115
380,37606892,116325669
381,31017723,118026258
382,32555302,111068078
383,35240688,112612943
384,39219247,117905617
385,39912634,117259652
386,35611258,119087147
387,36264865,117214092
388,31237288,119855136
389,38863948,117421892
390,31787870,115277199
391,34776669,116223724
392,31182486,116802966
393,32717550,118893373
394,33602403,119152376
395,37130163,117365662
396,39875353,119998960
397,34179964,110170531
398,36663041,112459342
399,37055208,110878126
400,36146625,112871440
401,35162077,113189805
402,36397398,116494164
403,35522464,117495401
404,33123374,111943517
405,37308964,111043189
406,33518926,110721257
407,35848160,118746076
408,38055793,111333833
409,39080163,117885540
410,37596111,111970262
411,37572565,118651017
412,38934531,111537234
413,33725581,117795574
414,30893748,113596447
415,38497811,110067501
416,39579351,111823675
417,39877919,111419346
418,38053575,111706090
419,36044808,117955564
420,34814553,117291563
421,34004611,117207022
422,36395469,119385047
423,37590273,113731555
424,31096979,117558623
425,33372001,112924470
426,35267948,113475251
427,39127442,113495921
428,35646483,116795811
429,33747948,113908041
430,35775189,115009705
431,35684570,117896127
432,31745985,119254846
433,30384366,115914661
434,39349668,116461408
435,39913501,114884809
436,35325598,114699976
437,30093382,112267722
438,33512073,118648987
439,37723755,116448416
440,37488374,112907950
441,39700977,116330398
442,38300416,119605861
443,32941615,114977463
444,37544053,119993808
445,32707149,119652338
446,33892959,118931760
447,32195634,117137158
448,35715067,119775042
449,33011329,113802035
450,37710286,118143791
451,38750844,117995435
452,32009411,111683001
453,32118818,112351321
454,34092959,110343947
455,34284478,116477303
456,30434604,111916550
457,37485130,119689767
458,37543245,118896727
459,31167037,110866609
460,32654724,119739630
461,38740475,110363284
462,37892066,115299216
463,31635059,110351829
464,37466630,113424090
465,35788800,116187723
466,36151483,119990335
467,36569018,119009665
468,35334276,116919135
469,36909059,118255189
470,35932935,112364189
471,36641522,113753195
472,38232396,117681386
473,30195698,110027082
474,36087602,118910755
475,33969922,116378536
476,31841029,117728384
477,31355707,113302118
478,39083561,114773886
479,32065062,115095981
480,32588089,114236244
481,32344966,117868725
482,37677841,117314420
483,34095927,111737728
484,32725436,114640199
485,36737466,113248595
486,34805395,118607482
487,30985676,113113818
488,35094983,119418892
489,34679963,118410719
490,32316540,118456497
491,38976753,117834157
492,31152903,118558939
493,35090272,112284902
494,30312597,111490554
495,39029643,113863328
496,33989594,114315659
497,31219692,110819808
498,32875684,118673704
499,33826244,118328882
500,37530258,111489742
501,34600284,116626822
502,30845631,117958193
503,37187215,117766116
504,31160269,115963263
505,37589297,113704222
506,31985128,114277998
507,32741500,115281240
508,30883691,119213676
509,37699557,114381683
510,32430563,114755983
511,32477418,112098769
512,33791981,112130073
513,32245238,111906198
514,31950635,114683537
515,39983056,114213806
516,33264720,112066744
517,31547948,119622946
518,31014838,115214330
519,35080214,113305915
520,36825253,110008820
521,37714319,119389930
522,30608997,116566384
523,38559164,111528363
524,31742876,116931809
525,34026421,119611281
526,34757004,112501550
527,30480172,110108845
528,30717740,114386633
529,38716989,119073789
530,39033346,118730229
531,33728954,118838376
532,39790658,115619089
533,37118124,113456104
534,35146663,115085928
535,37007602,117991154
536,38019335,112227302
537,36478015,115115028
538,30776650,113695391
539,30095509,113260502
540,33552561,118959010
541,34727568,111600175
542,30113417,111757944
543,38455217,110163712
544,35469727,118789139
545,36582260,118495797
546,37498146,118543345
547,32760896,112256168
548,39398905,111765828
549,34827587,118636969
550,38619261,113308678
551,38194258,116380666
552,37983232,114449005
553,31847971,111972890
554,38276679,111129088
555,34681904,119892010
556,37594542,119167044
557,36412925,116933066
558,34954277,117937343
559,39007342,115755983
560,33790240,115665740
561,35012878,116165553
562,33048238,114467546
563,36286711,114360294
564,33171253,116609626
565,39765058,119800481
566,34881051,114000384
567,39283385,111325560
568,39813586,110145897
569,38030335,110965097
570,31423134,113675399
571,36547396,112700047
572,34627903,113509911
573,37798392,111563960
574,30032360,110612294
575,38266472,118375082
576,35863210,116816521
577,38892698,117758347
578,32215454,118756398
579,33977962,112367607
580,39083735,111905643
581,36069125,113994239
582,31406852,111161350
583,30212894,113789890
584,39207275,112389205
585,31202685,111206655
586,39176510,116240102
587,39140615,113184613
588,39788880,118150497
589,33167300,114927476
590,37938754,119328323
591,37422205,117707977
592,35707768,113572239
593,33128009,113048486
594,31641514,114945177
595,35433488,118969016
596,36583470,114421293
597,30858977,112997372
598,31432623,118324546
599,37778069,111300472
600,34590826,110092553
601,36695827,114953775
602,32577764,117749033
603,32622873,112419430
604,36700119,116360978
605,36291813,114703735
606,30119619,114608571
607,34535333,117271826
608,31454672,117341868
609,32002917,111608923
610,34330022,113693796
611,35767867,110957236
612,31229749,112410680
613,39801945,118139001
614,31261815,118821102
615,37652799,114242812
616,37613958,119054735
617,39167577,119579855
618,37409506,117218013
619,32480787,118301320
620,31523408,118557922
621,34856768,113121344
622,32721606,111768390
623,36363597,114654191
624,35708470,117661569
625,38156235,116807990
626,38608499,118732006
627,32164917,112801254
628,34035452,115056264
629,33109184,114122018
630,33502112,117879786
631,37680368,114810819
632,34617404,111777091
633,33438478,116114587
634,31916376,111238386
635,38926815,115233821
636,38949743,110701060
637,30790127,110089407
638,34343343,111474821
639,37003963,114963549
640,35075780,111108280
641,37310617,113546836
642,39076631,118783409
643,39527258,119406857
644,38263795,112734198
645,33295615,112390618
646,37362195,117953725
647,39820531,118030278
648,32034258,111724697
649,32991619,111014807
650,39209496,113285788
651,36893602,115286660
652,31852354,111610434
653,30085307,117071696
654,36728673,118843967
655,39257106,114918934
656,37579220,114247912
657,39179982,116815947
658,35656443,113372938
659,35020004,112482514
660,34926536,112363602
661,34883376,110277676
662,38805856,118234703
663,32022558,110976375
664,39242794,112757620
665,32283553,110346909
666,30079679,111985650
667,37108720,117000551
668,36569711,112508333
669,30424020,118287053
670,39383233,111979082
671,31699969,118909400
672,36857102,118597462
673,39667507,113796761
674,39709471,110165915
675,33174658,112731823
676,38130826,113819551
677,32144218,118940610
678,31933921,111697564
679,31995623,119404108
680,32550870,115397437
681,37547499,115468727
682,30526504,111062362
683,38758351,115921622
684,31086191,113958241
685,35892802,116059713
686,33293869,119395801
687,36478135,112673325
688,39113643,115555800
689,31655116,119244085
690,32012616,113182836
691,37686406,112591184
692,35079391,118328513
693,33391258,112885553
694,36633315,113878701
695,39048266,113385429
696,36667007,111758572
697,32184809,113236314
698,31130742,119961475
699,39330838,112984576
700,37005170,114808736
701,31854882,112807204
702,31826591,111143005
703,33119636,119957047
704,30953305,118718184
705,34771336,117258499
706,38579595,110119493
707,37802385,111398748
708,39595147,115511903
709,39091240,112547345
710,39694400,118414656
711,35353203,118708828
712,37643719,116519028
713,33525006,114644493
714,35603550,114407434
715,37599297,119074429
716,38540197,118451714
717,37446418,117396952
718,33016375,110074892
719,34183343,110166948
720,31757467,111559825
721,33277380,112807467
722,34654321,110217213
723,32519113,119155146
724,31786307,112795531
725,34692525,117043584
726,30204163,119838630
727,34965930,116577092
728,38706045,110348942
729,37189341,114663841
730,39490841,117784641
731,34353649,110325048
732,33648795,112720969
733,38184737,115058728
734,38321304,110429357
735,38949498,115220096
736,30213405,115825178
737,38959428,114708090
738,30118876,114118485
739,37176885,114666466
740,38597595,115411703
741,39651524,112404909
742,32282822,111860095
743,32256647,110063404
744,34121106,116771336
745,39557965,118030763
746,35167365,116482826
747,38838215,118130667
748,35443467,116456419
749,33163093,115070429
750,31767214,112619125
751,33621165,113098895
752,36677909,117986604
753,36000288,112638502
754,34925519,110618560
755,35721691,110251532
756,39267784,113358216
757,36520753,117692410
758,37971687,113324251
759,33001474,119972741
760,33731761,117212670
761,31189852,111695610
762,34169076,115288501
763,39516654,119939708
764,35241890,110343293
765,35667815,114853261
766,33313174,110385537
767,38002494,116216515
768,31852120,114177964
769,33391860,116619674
770,34937211,116639900
771,35081137,116524446
772,37399974,115832012
773,32490178,115136344
774,35824364,114358057
775,36973508,119117900
776,33842810,111425734
777,36316245,111768359
778,36622629,117835104
779,34455602,116051732
780,30772876,113504617
781,39380826,116970595
782,34412025,118719103
783,38575132,116112383
784,30308700,117766723
785,33089394,117360966
786,38060097,119818395
787,33639836,111354682
788,36440148,119037806
789,32952060,119303089
790,32964323,116146216
791,30796071,118032425
792,30277871,111622745
793,32643231,117970606
794,32757811,118242808
795,34677667,115170724
796,39916957,114407723
797,36303886,117586393
798,36225485,113028304
799,35667458,119882891
800,32690691,119746074
801,32109123,112517212
802,37507693,114779183
803,36323800,114332554
804,37071948,112306473
805,36359878,111299561
806,33608851,115353570
807,35915168,110216181
808,35270313,118117630
809,30182670,118478797
810,33683562,113406691
811,33374183,117429209
812,33886880,112681435
813,35969657,111116876
814,39815790,111052322
815,31982965,111073108
816,32718099,112635047
817,32040395,119990273
818,31427628,111588093
819,31704352,116198373
820,30488590,116922919
821,34804216,110078241
822,38703100,116012340
823,33759349,119982131
824,32855432,111112226
825,33213635,119749262
826,32613738,110509539
827,37119513,111285689
828,35620481,113086539
829,31677677,112848542
830,32593113,114872305
831,39737504,115955179
832,35849012,115088604
833,35509993,118264083
834,30743972,116676298
835,32670310,115063747
836,34534633,115419412
837,39764681,112952984
838,31285757,116983086
839,35162231,119374390
840,31022809,110448603
841,38760556,111354763
842,31576734,112610555
843,37925034,119398017
844,30047566,112113430
845,38801597,117407728
846,37521478,116687694
847,37786055,119991914
848,37949406,113131153
849,33567967,118342349
850,34232364,111556350
851,31075548,110955702
852,33065149,119758595
853,38205846,115071885
854,35690891,115254020
855,32771287,114217083
856,36736281,115649615
857,32104680,118061072
858,39795157,118935407
859,37701831,118960541
860,30371685,117663467
861,30386494,119573858
862,33666434,116491467
863,31277703,119138689
864,35179680,112243670
865,39027785,117470183
866,37999997,115328267
867,38602585,115881555
868,39762561,111910778
869,38956092,113328685
870,33232107,117302922
871,36338575,113398168
872,30305853,118390860
873,39945474,110842907
874,36141044,112663645
875,36384523,117953701
876,31244468,115316878
877,32481497,111284932
878,37948221,113163991
879,37753528,116427410
880,39367912,118887079
881,31408136,113794443
882,38254619,116409867
883,36404481,114825256
884,31954453,116264638
885,30955940,111437418
886,38576411,111245582
887,34154986,114915657
888,35675046,115470424
889,31329295,113854507
890,31242992,118165399
891,31542649,117012334
892,39316455,119132824
893,36927309,113074290
894,35800483,111263486
895,35818765,118716098
896,38222447,111105662
897,36661586,117112686
898,34223082,110452085
899,30934938,119321485
900,33266634,114974110
901,37335606,117727210
902,37294364,118846593
903,37701446,111694861
904,34271445,110456559
905,33105133,117448446
906,37250121,118437401
907,35436034,117637636
908,39565788,115510600
909,39996836,118473037
910,35970600,113659360
911,35427539,114407770
912,35263884,118935900
913,34384736,114035300
914,33195973,115471192
915,31096610,113511831
916,37403788,112351828
917,30417541,115546733
918,36709048,113795233
919,38080461,117190890
920,30200403,113619746
921,39748960,113275014
922,39701692,115653966
923,33125194,119846682
924,30115907,118983253
925,30769735,115362152
926,31216527,116013125
927,38522853,111309769
928,36689643,114108201
929,34154708,113967531
930,31521295,115720003
931,32513697,115595223
932,38116227,112871303
933,33428424,115397228
934,32554258,116559664
935,39848405,115145717
936,31305850,116608079
937,31794328,110249368
938,34819952,119766877
939,36865463,116256996
940,37542264,116575951
941,36627181,119940985
942,32349209,114785468
943,32986847,112043945
944,30061199,117945507
945,36319592,117180783
946,38973134,117813915
947,30439980,114322637
948,33273908,114867736
949,34829111,110689069
950,33332773,112473677
951,38244070,114184150
952,38759301,118078366
953,32888814,112762629
954,35060336,114652832
955,36843433,112100083
956,30385039,118360931
957,33936212,115104614
958,36965654,116918834
959,39221778,112571565
960,39816494,111909656
961,38615653,118994087
962,30830025,114608583
963,36348962,113258308
964,32580451,112941016
965,38379558,117003713
966,38442978,113258109
967,36649880,113574756
968,36137892,119108052
969,39615230,119048454
970,36232526,114673217
971,38950020,110279732
972,39883331,115176044
973,30853444,113246990
974,36139554,117138022
975,34679404,115193386
976,37419659,116424137
977,39328270,116689867
978,38806068,116532621
979,34212474,118954911
980,35495421,113104343
981,35317415,112495994
982,33343733,117379929
983,34268939,116164191
984,38436159,112690179
985,31792998,112239278
986,30469483,110248244
987,37721565,118791212
988,30991781,111125840
989,38698668,111605188
990,36168397,110222934
991,31013184,112182039
992,36647526,118989019
993,30396341,116932359
994,30202034,113694609
995,35320766,110568512
996,30416039,116349524
997,39460811,111147972
998,33269875,118745852
999,39664207,113186021
1000,32770735,118659165
1001,30479968,117820839
1002,33165887,119970883
1003,38069272,112212412
1004,37488020,119943898
1005,36141023,113560248
1006,39703106,117591904
1007,31925101,110434456
1008,38362176,119921465
1009,31101659,114297937
1010,33312491,114373303
1011,32990401,114912931
1012,33151374,112926417
1013,39993442,112667444
1014,39753307,110860142
1015,39425157,113529127
1016,38996855,115047537
1017,30493018,116521837
1018,35670400,114108019
1019,32109876,112822200
1020,36486416,118715602
1021,34125490,119305657
1022,30377778,117560161
1023,36701830,117557627
1024,33085895,119183448
1025,38289653,118907167
1026,32029549,111823511
1027,37506751,113176710
1028,36032508,117677786
1029,31918125,113240524
1030,31796090,116146987
1031,39645920,113197115
1032,35895332,118241128
1033,34545712,119859487
1034,32938289,113831948
1035,30556998,117735051
1036,38932765,116214774
1037,34568586,116769621
1038,34351501,113634384
1039,36265316,110429449
1040,39347843,115517112
1041,30195558,112814858
1042,37455086,113687737
1043,31582716,115610746
1044,31260365,112183201
1045,38772632,114860122
1046,32172575,117245082
1047,30052313,111384487
1048,39155578,114378020
1049,31400216,117270182
1050,31999828,116706475
1051,33997761,119624492
1052,34889889,115710256
1053,33308622,115105979
1054,36412714,118308827
1055,31534770,116758922
1056,39109573,114589831
1057,36290203,113829051
1058,35766533,117256570
1059,39808371,118155838
1060,30848745,110254501
1061,35029671,118129240
1062,32089080,114523405
1063,34105912,118500771
1064,34634859,111538085
1065,36783305,113225083
1066,38845210,119383866
1067,36173587,113796464
1068,33359862,111736260
1069,34803658,116444222
1070,37333228,114209327
1071,38061603,110657098
1072,33767231,119746263
1073,34432604,119479871
1074,39828214,118583904
1075,34534718,112694107
1076,35074660,116765661
1077,35956881,114954620
1078,30233297,117064042
1079,35129040,111640862
1080,36776439,116322337
1081,38024357,115702735
1082,34052256,117307683
1083,31703340,116543163
1084,32105580,115662955
1085,38204026,117115473
1086,35348815,114527038
1087,31957015,119559016
1088,38988122,114500657
1089,35904201,117802319
1090,36714836,118196169
1091,38464229,116258346
1092,38438067,117058300
1093,37959153,114603704
1094,32847830,117912138
1095,35589567,116802113
1096,33675109,111765932
1097,35790702,115985778
1098,38328619,116291087
1099,34440762,117568675
1100,39374252,119071929
1101,37880954,114678334
1102,34349563,116303011
1103,35987169,115791769
1104,32501417,115657932
1105,37301572,114715446
1106,38572656,118840801
1107,38308388,113873946
1108,39515292,112250785
1109,37548013,116595573
1110,33565133,112514462
1111,38364385,111811911
1112,33693745,112469250
1113,39683200,110260491
1114,38287714,112321272
1115,38597110,113853444
1116,30601557,112247112
1117,39084248,115118218
1118,31997645,110902044
1119,33672359,117888193
1120,35279769,110323242
1121,39206397,117099493
1122,39396767,110793387
1123,35785983,110818233
1124,30830534,116928787
1125,32784887,115377579
1126,37076142,113717900
1127,34570812,113278949
1128,30248687,119720405
1129,35567355,114368109
1130,30382470,114400459
1131,37433982,118678002
1132,32125683,117010889
1133,36732193,117651663
1134,39077928,110976539
1135,33668330,113051574
1136,31886370,115662411
1137,38324358,113535428
1138,38471439,116755008
1139,38317535,110996627
1140,38595767,119389755
1141,35969135,113676125
1142,38865630,111810891
1143,35264358,114545288
1144,39467458,115520192
1145,30958185,110871285
1146,38768894,113232778
1147,31272322,112168244
1148,39692162,110421532
1149,35917421,116612454
1150,36799995,118729734
1151,35519605,112512396
1152,30651264,116738455
1153,30813145,113810248
1154,37939477,117243317
1155,30837596,115845244
1156,35739341,116214127
1157,32587172,111940118
1158,33736286,112627862
1159,36403163,116155872
1160,35196547,113005432
1161,33816146,111073937
1162,33605555,110940898
1163,34462777,112401173
1164,35391957,119943385
1165,38035810,119893599
1166,34553459,119393992
1167,35404556,112226226
1168,32111714,116115591
1169,33486613,114549371
1170,37704358,111148696
1171,39433111,113879664
1172,37355293,114854679
1173,34958560,116823553
1174,31619264,119529948
1175,31803775,110984766
1176,38823946,119714328
1177,36301855,115495661
1178,39884034,117622497
1179,32724317,113839515
1180,38185939,112127121
1181,32975149,118614110
1182,32411920,118397737
1183,38862616,111883510
1184,33753002,116388463
1185,34042835,115867869
1186,30298253,117178784
1187,35246112,116669499
1188,33123431,110587180
1189,39587660,110874330
1190,34862415,118692954
1191,32248802,115995515
1192,33939940,112957809
1193,39878972,111773825
1194,33847160,119166571
1195,39031920,111982346
1196,35975440,113736329
1197,39187015,117596212
1198,38108835,118202737
1199,38025960,112514393
1200,31982048,117761881
1201,36169363,111332618
1202,31307566,112333381
1203,30041703,112351319
1204,33795110,118673464
1205,37957607,119019678
1206,39159954,119462183
1207,35515067,115220119
1208,37974023,117716496
1209,38192752,119447068
1210,35604796,112781914
1211,30330065,116523084
1212,32205029,116626629
1213,39579828,111594370
1214,36620688,114629467
1215,32197448,112587361
1216,38359945,114231970
1217,37861211,115704030
1218,34398309,111967689
1219,33805278,117476218
1220,38614440,119451459
1221,35823036,113755048
1222,38045655,111183137
1223,33199695,119091440
1224,39281073,111794679
1225,35755498,115317520
1226,36601424,110171352
1227,35186825,111944225
1228,33646602,111396224
1229,34497129,119593922
1230,37470926,119014583
1231,31990381,119938306
1232,38959918,110602974
1233,38272429,111466621
1234,30809336,117199525
1235,34069489,112091860
1236,39732202,110583373
1237,36910019,117467870
1238,34850406,119160198
1239,32453605,115755040
1240,30476420,110338287
1241,35107415,111792831
1242,39601785,110866867
1243,33151606,114417456
1244,37060012,111450121
1245,38453222,113485259
1246,30629363,113231738
1247,39920642,115310164
1248,31686938,116697401
1249,37795521,114497742
1250,37485317,111604317
1251,32582853,110612072
1252,31284363,119298688
1253,39087945,116547298
1254,34776352,114007619
1255,39852765,112719086
1256,38972227,111232741
1257,38887848,117709763
1258,36945425,117681118
1259,37398465,113082184
1260,35720178,116075498
1261,36741515,110401325
1262,38849170,117387278
1263,36577711,118568512
1264,39361581,117253840
1265,39862795,118464151
1266,35360811,116353322
1267,37785906,116049755
1268,33929450,118729705
1269,35952527,116729001
1270,33324652,116660071
1271,34579001,112966185
1272,31031626,117613924
1273,39127029,117853282
1274,37046856,112500101
1275,39837676,116301498
1276,31996320,117855108
1277,32791296,111098337
1278,36971724,115125413
1279,34311492,111562671
1280,38736216,119137745
1281,34372639,118531896
1282,30343843,113022050
1283,35192901,112288662
1284,37978477,114810595
1285,36416480,111996251
1286,35477562,119859513
1287,31044899,110575328
1288,35305598,119212682
1289,32682007,112279835
1290,31478261,119344134
1291,35890285,118446447
1292,37238205,115655252
1293,36546805,117773614
1294,34416388,118491161
1295,31690090,113648695
1296,34746056,118168107
1297,36605495,110881584
1298,36321819,113761514
1299,31497265,117632908
1300,31150420,115246442
1301,34120450,110069261
1302,33647447,116171372
1303,37746423,114408535
1304,31642439,111252904
1305,36448027,112644687
1306,39119863,111723752
1307,37316626,113286275
1308,33522079,111935567
1309,30557989,112401962
1310,34026869,118825366
1311,31370922,114850142
1312,34600144,110365676
1313,31234240,110936495
1314,30074504,110993100
1315,33790066,112821751
1316,30008377,114713468
1317,37249511,110870271
1318,33574517,111707494
1319,36465005,111402183
1320,31291817,111353305
1321,36847100,119899553
1322,36177575,117023336
1323,32627159,118192723
1324,31428011,118463353
1325,39353945,115386949
1326,32913245,118659815
1327,33982380,110797610
1328,35083583,112648535
1329,32874652,113253987
1330,38368234,112035543
1331,32763410,117130900
1332,37775958,117387957
1333,36983108,113334050
1334,33665524,114228090
1335,31691550,117847346
1336,39974292,115908502
1337,38598818,116019619
1338,36456916,111004073
1339,37437196,117003327
1340,34834699,111240699
1341,34994790,112230975
1342,35318564,113957068
1343,30363373,110503064
1344,33896798,119050577
1345,36766471,112906451
1346,37375039,114457785
1347,37801151,111898194
1348,33284135,111969229
1349,36380321,115016766
1350,37606032,115046451
1351,32910686,111057749
1352,33810325,117125860
1353,38081441,112094822
1354,33989012,112348209
1355,38679185,114261454
1356,32673579,112343539
1357,33600919,113130624
1358,37672396,110346069
1359,33701184,117476809
1360,39847457,113029265
